Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.213408,0.029359089,4294923026,0,0,1.71092E-07
0.213414,0.027671643,4294923026,0,0,1.94214E-07
0.213421,0.027818184,4294923036,0,0,1.49404E-07
0.213427,0.021983167,4294923046,0,0,1.75346E-07
0.213434,0.028115708,4294923046,0,0,1.72704E-07
0.21344,0.029452344,4294923056,0,0,1.74449E-07
0.213446,0.028697433,4294923056,0,0,1.67761E-07
0.213453,0.019234404,4294923066,0,0,1.44528E-07
0.213459,0.028941669,4294923076,0,0,1.64591E-07
0.213466,0.018084276,4294923076,0,0,1.5071E-07
0.213472,0.032152262,4294923086,0,0,1.77447E-07
0.213478,0.026996663,4294923096,0,0,1.65725E-07
0.213485,0.02035345,4294923096,0,0,1.45581E-07
0.213491,0.028173435,4294923106,0,0,2.05529E-07
0.213498,0.030549185,4294923116,0,0,1.44621E-07
0.213504,0.017657973,4294923116,0,0,1.37214E-07
0.21351,0.028080182,4294923126,0,0,2.07938E-07
0.213517,0.031330738,4294923126,0,0,1.88411E-07
0.213523,0.031472839,4294923136,0,0,2.14715E-07
0.21353,0.029874206,4294923146,0,0,1.68348E-07
0.213536,0.026241753,4294923146,0,0,1.53121E-07
0.213542,0.02479854,4294923156,0,0,1.84252E-07
0.213549,0.027844828,4294923166,0,0,1.49311E-07
0.213555,0.02192544,4294923166,0,0,1.50307E-07
0.213562,0.021019546,4294923176,0,0,1.55759E-07
0.213568,0.030899996,4294923186,0,0,2.00201E-07
0.213574,0.03583356,4294923186,0,0,2.37158E-07
0.213581,0.031925786,4294923196,0,0,2.07648E-07
0.213587,0.037290093,4294923206,0,0,2.21227E-07
0.213594,0.025917586,4294923206,0,0,1.40119E-07
0.2136,0.020788632,4294923216,0,0,1.24026E-07
0.213606,0.020553278,4294923216,0,0,1.55203E-07
0.213613,0.023790512,4294923226,0,0,1.40012E-07
0.213619,0.02288018,4294923236,0,0,1.59011E-07
0.213626,0.022551572,4294923236,0,0,1.65377E-07
0.213632,0.032574121,4294923246,0,0,1.79978E-07
0.213638,0.027418526,4294923256,0,0,1.65881E-07
0.213645,0.019975994,4294923256,0,0,1.2637E-07
0.213651,0.022147471,4294923266,0,0,1.81066E-07
0.213658,0.029585563,4294923276,0,0,1.56065E-07
0.213664,0.022436114,4294923276,0,0,1.64045E-07
0.21367,0.032245513,4294923286,0,0,1.8161E-07
0.213677,0.019642945,4294923286,0,0,1.1065E-07
0.213683,0.017240552,4294923296,0,0,1.31082E-07
0.21369,0.020211348,4294923306,0,0,1.27956E-07
0.213696,0.022440555,4294923306,0,0,1.22987E-07
0.213702,0.018554986,4294923316,0,0,1.80009E-07
0.213709,0.032876085,4294923326,0,0,1.63192E-07
0.213715,0.021521341,4294923326,0,0,1.36335E-07
0.213722,0.017431499,4294923336,0,0,1.22041E-07
0.213728,0.023248754,4294923346,0,0,1.30913E-07
0.213734,0.020388974,4294923346,0,0,1.38822E-07
0.213741,0.019274371,4294923356,0,0,1.50217E-07
0.213747,0.030797862,4294923366,0,0,2.01146E-07
0.213754,0.026672496,4294923366,0,0,1.48658E-07
0.21376,0.02288018,4294923376,0,0,1.43875E-07
0.213766,0.025078302,4294923376,0,0,1.77242E-07
0.213773,0.025562333,4294923386,0,0,1.39652E-07
0.213779,0.020988462,4294923396,0,0,1.69922E-07
0.213786,0.027560627,4294923396,0,0,1.54879E-07
0.213792,0.024065834,4294923406,0,0,1.63006E-07
0.213798,0.030269423,4294923416,0,0,1.85806E-07
0.213805,0.02281801,4294923416,0,0,1.41731E-07
0.213811,0.024425527,4294923426,0,0,1.88588E-07
0.213818,0.029456785,4294923436,0,0,1.41917E-07
0.213824,0.017848922,4294923436,0,0,1.19017E-07
0.21383,0.021823304,4294923446,0,0,1.48986E-07
0.213837,0.020744227,4294923446,0,0,1.64391E-07
0.213843,0.03405286,4294923456,0,0,2.07114E-07
0.21385,0.025122708,4294923466,0,0,1.43236E-07
0.213856,0.022622623,4294923466,0,0,1.24998E-07
0.213862,0.019043457,4294923476,0,0,1.55872E-07
0.213869,0.025491282,4294923486,0,0,1.63112E-07
0.213875,0.028879499,4294923486,0,0,1.5755E-07
0.213882,0.01613483,4294923496,0,0,9.85275E-08
0.213888,0.016707674,4294923506,0,0,1.21828E-07
0.213894,0.02390153,4294923506,0,0,1.71989E-07
0.213901,0.025238166,4294923516,0,0,1.48978E-07
0.213907,0.024421085,4294923526,0,0,1.80071E-07
0.213914,0.027027749,4294923526,0,0,1.63818E-07
0.21392,0.027578389,4294923536,0,0,1.52162E-07
0.213926,0.023142178,4294923536,0,0,1.5368E-07
0.213933,0.02076643,4294923546,0,0,1.47739E-07
0.213939,0.028479841,4294923556,0,0,1.99374E-07
0.213946,0.028484281,4294923556,0,0,1.48618E-07
0.213952,0.021055073,4294923566,0,0,1.31766E-07
0.213958,0.022866858,4294923576,0,0,1.61405E-07
0.213965,0.023248754,4294923576,0,0,1.41238E-07
0.213971,0.023830479,4294923586,0,0,1.3677E-07
0.213978,0.0152467,4294923596,0,0,1.3459E-07
0.213984,0.029616648,4294923596,0,0,1.50243E-07
0.21399,0.020464465,4294923606,0,0,1.67015E-07
0.213997,0.027254222,4294923606,0,0,1.37055E-07
0.214003,0.018430647,4294923616,0,0,1.55607E-07
0.21401,0.026028601,4294923626,0,0,1.33897E-07
0.214016,0.018603832,4294923626,0,0,1.25784E-07
0.214022,0.023324246,4294923636,0,0,1.49919E-07
0.214029,0.019509725,4294923646,0,0,1.38387E-07
0.214035,0.026619209,4294923646,0,0,1.90453E-07
0.214042,0.027795982,4294923656,0,0,1.33458E-07
0.214048,0.016689911,4294923666,0,0,1.10118E-07
0.214054,0.020015959,4294923666,0,0,1.51271E-07
0.214061,0.023204347,4294923676,0,0,1.41304E-07
0.214067,0.023897089,4294923686,0,0,1.76512E-07
0.214074,0.026534835,4294923686,0,0,1.59609E-07
0.21408,0.026668055,4294923696,0,0,1.17884E-07
0.214086,0.012626715,4294923696,0,0,1.22005E-07
0.214093,0.022231845,4294923706,0,0,1.23386E-07
0.214099,0.018896915,4294923716,0,0,1.51395E-07
0.214106,0.024358917,4294923716,0,0,1.52415E-07
0.214112,0.026446022,4294923726,0,0,1.41251E-07
0.214118,0.02063765,4294923736,0,0,1.11763E-07
0.214125,0.01129452,4294923736,0,0,9.38115E-08
0.214131,0.019975994,4294923746,0,0,1.59664E-07
0.214138,0.025642265,4294923756,0,0,1.5464E-07
0.214144,0.025904262,4294923756,0,0,1.33764E-07
0.21415,0.018683763,4294923766,0,0,1.40951E-07
0.214157,0.021587949,4294923766,0,0,1.3515E-07
0.214163,0.023461904,4294923776,0,0,1.67824E-07
0.21417,0.024487695,4294923786,0,0,1.29634E-07
0.214176,0.01872373,4294923786,0,0,9.03745E-08
0.214182,0.011401095,4294923796,0,0,1.27833E-07
0.214189,0.025122708,4294923806,0,0,1.59635E-07
0.214195,0.028089063,4294923806,0,0,1.75144E-07
0.214202,0.021952083,4294923816,0,0,9.98464E-08
0.214208,0.011330045,4294923826,0,0,7.17903E-08
0.214214,0.012600071,2258510,0,0,9.45262E-08
0.214221,0.014407417,2258520,0,0,6.9832E-08
0.214227,0.008869924,2258530,0,0,8.30094E-08
0.214234,0.014847041,2258530,0,0,7.49876E-08
0.21424,0.010148832,2258540,0,0,6.49429E-08
0.214246,0.011498789,2258540,0,0,1.01396E-07
0.214253,0.017471466,2258550,0,0,7.61466E-08
0.214259,0.007910743,2258560,0,0,5.94939E-08
0.214266,0.009087516,2258560,0,0,7.82781E-08
0.214272,0.017005198,2258570,0,0,1.06228E-07
0.214278,0.018404003,2258580,0,0,9.15421E-08
0.214285,0.00775088,2258580,0,0,7.11376E-08
0.214291,0.015961645,2258590,0,0,1.18306E-07
0.214298,0.017840041,2258600,0,0,9.70221E-08
0.214304,0.01450067,2258600,0,0,1.00006E-07
0.21431,0.018834746,2258610,0,0,1.07566E-07
0.214317,0.011898449,2258620,0,0,6.33043E-08
0.214323,0.009202973,2258620,0,0,8.58692E-08
0.21433,0.015331072,2258630,0,0,9.07741E-08
0.214336,0.014926973,2258630,0,0,7.31625E-08
0.214342,0.00946053,2258640,0,0,7.68546E-08
0.214349,0.012497936,2258650,0,0,6.7181E-08
0.214355,0.009895714,2258650,0,0,7.95124E-08
0.214362,0.012822104,2258660,0,0,6.95789E-08
0.214368,0.010370865,2258670,0,0,3.77394E-08
0.214374,0.002208947,2258670,0,0,2.99325E-08
0.214381,0.006343193,2258680,0,0,5.70563E-08
0.214387,0.012675562,2258690,0,0,7.00937E-08
0.214394,0.007351221,2258690,0,0,4.34546E-08
0.2144,0.007133629,2258700,0,0,6.24916E-08
0.214406,0.013696912,2258700,0,0,1.07395E-07
0.214413,0.016987436,2258710,0,0,9.82078E-08
0.214419,0.015748493,2258720,0,0,1.11747E-07
0.214426,0.016179236,2258720,0,0,8.44728E-08
0.214432,0.01197838,2258730,0,0,5.33128E-08
0.214438,0.005792553,2258740,0,0,7.443E-08
0.214445,0.015473173,2258740,0,0,8.35936E-08
0.214451,0.01239136,2258750,0,0,9.53033E-08
0.214458,0.01483816,2258760,0,0,9.60763E-08
0.214464,0.017187264,2258760,0,0,1.06041E-07
0.21447,0.018159768,2258770,0,0,1.15073E-07
0.214477,0.014718262,2258770,0,0,8.28609E-08
0.214483,0.012902035,2258780,0,0,6.55865E-08
0.21449,0.005836959,2258790,0,0,5.8575E-08
0.214496,0.013688031,2258790,0,0,7.78119E-08
0.214502,0.012249259,2258800,0,0,8.99723E-08
0.214509,0.013457117,2258810,0,0,7.77985E-08
0.214515,0.012475733,2258810,0,0,6.10637E-08
0.214522,0.004971032,2258820,0,0,5.3859E-08
0.214528,0.012981967,2258830,0,0,3.80858E-08
0.214534,-0.0002867,2258830,32, NegativePower,2.7166E-08
0.214541,0.008048403,2258840,0,0,5.89879E-08
0.214547,0.011614246,2258850,0,0,8.28384E-08
0.214554,0.012053871,2258850,0,0,7.91174E-08
0.21456,0.014318603,2258860,0,0,8.38334E-08
0.214566,0.013625862,2258870,0,0,9.3547E-08
0.214573,0.013101865,2258870,0,0,6.27581E-08
0.214579,0.007817489,2258880,0,0,9.95774E-08
0.214586,0.020633209,2258880,0,0,8.33671E-08
0.214592,0.007155832,2258890,0,0,6.79403E-08
0.214598,0.015490935,2258900,0,0,8.30405E-08
0.214605,0.008234911,2258900,0,0,5.83485E-08
0.214611,0.011214588,2258910,0,0,8.20302E-08
0.214618,0.012222616,2258920,0,0,5.16742E-08
0.214624,0.005002116,2258920,0,0,4.7198E-08
0.21463,0.010730557,2258930,0,0,8.41906E-08
0.214637,0.013323897,2258930,0,0,1.01338E-07
0.214643,0.020455584,2258940,0,0,1.17529E-07
0.21465,0.013124068,2258950,0,0,9.17067E-08
0.214656,0.017444823,2258950,0,0,8.88558E-08
0.214662,0.012173769,2258960,0,0,4.87231E-08
0.214669,0.001747119,2258970,0,0,4.07102E-08
0.214675,0.011822958,2258970,0,0,7.89062E-08
0.214682,0.010721676,2258980,0,0,6.52892E-08
0.214688,0.011041403,2258990,0,0,5.95874E-08
0.214694,0.008821077,2258990,0,0,7.42435E-08
0.214701,0.01239136,2259000,0,0,7.42682E-08
0.214707,0.012364716,2259010,0,0,8.0476E-08
0.214714,0.010628422,2259010,0,0,7.46945E-08
0.21472,0.014269756,2259020,0,0,5.97073E-08
0.214726,0.005632689,2259020,0,0,5.28263E-08
0.214733,0.00946053,2259030,0,0,5.56042E-08
0.214739,0.009074193,2259040,0,0,6.43586E-08
0.214746,0.009313989,2259040,0,0,7.31892E-08
0.214752,0.015082396,2259050,0,0,8.55653E-08
0.214758,0.013439354,2259060,0,0,1.018E-07
0.214765,0.015646359,2259060,0,0,8.53921E-08
0.214771,0.012817663,2259070,0,0,8.89932E-08
0.214778,0.012608953,2259080,0,0,7.10843E-08
0.214784,0.011085809,2259080,0,0,7.46013E-08
0.21479,0.013781285,2259090,0,0,9.45262E-08
0.214797,0.013226203,2259090,0,0,6.82467E-08
0.214803,0.0095227,2259100,0,0,6.91301E-08
0.21481,0.010228763,2259110,0,0,5.34593E-08
0.214816,0.007591016,2259120,0,0,4.00441E-08
0.214822,0.005757027,2259120,0,0,6.15144E-08
0.214829,0.011818516,2259130,0,0,7.35888E-08
0.214835,0.012711087,2259130,0,0,8.86512E-08
0.214842,0.012617834,2259140,0,0,5.78423E-08
0.214848,0.00666292,2259150,0,0,5.16476E-08
0.214854,0.010552931,2259150,0,0,7.49896E-08
0.214861,0.010872657,2259160,0,0,5.4605E-08
0.214867,0.007329018,2259170,0,0,9.2428E-08
0.214874,0.019078981,2259170,0,0,9.2879E-08
0.21488,0.011880686,2259180,0,0,8.05296E-08
0.214886,0.014962498,2259180,0,0,1.03805E-07
0.214893,0.014696059,2259190,0,0,1.01925E-07
0.214899,0.019278811,2259200,0,0,1.24352E-07
0.214906,0.016250286,2259200,0,0,9.4784E-08
0.214912,0.015344393,2259210,0,0,9.35185E-08
0.214918,0.015828425,2259220,0,0,9.03298E-08
0.214925,0.009980087,2259220,0,0,8.6591E-08
0.214931,0.018883593,2259230,0,0,1.06447E-07
0.214938,0.011529874,2259240,0,0,7.79451E-08
0.214944,0.014451823,2259240,0,0,8.76035E-08
0.21495,0.014749346,2259250,0,0,9.67488E-08
0.214957,0.012893154,2259260,0,0,9.15468E-08
0.214963,0.017622449,2259260,0,0,8.77653E-08
0.21497,0.007453356,2259270,0,0,4.75177E-08
0.214976,0.008385893,2259270,0,0,7.2643E-08
0.214982,0.015828425,2259280,0,0,1.08887E-07
0.214989,0.015282225,2259290,0,0,1.21335E-07
0.214995,0.025162674,2259290,0,0,1.15741E-07
0.215002,0.007906303,2259300,0,0,5.84417E-08
0.215008,0.01157428,2259310,0,0,9.43711E-08
0.215014,0.01988274,2259310,0,0,1.27165E-07
0.215021,0.016450116,2259320,0,0,8.64179E-08
0.215027,0.012355835,2259330,0,0,1.05452E-07
0.215034,0.017773431,2259330,0,0,8.24879E-08
0.21504,0.009722529,2259340,0,0,2.71884E-08
0.215046,-0.000659714,2259340,32, NegativePower,6.43742E-08
0.215053,0.019052338,2259350,0,0,9.53302E-08
0.215059,0.01272441,2259360,0,0,9.51945E-08
0.215066,0.014474026,2259360,0,0,8.43663E-08
0.215072,0.013648065,2259370,0,0,7.71325E-08
0.215078,0.012062753,2259380,0,0,7.47409E-08
0.215085,0.009291786,2259380,0,0,6.34908E-08
0.215091,0.011871804,2259390,0,0,8.11288E-08
0.215098,0.011307841,2259400,0,0,7.46812E-08
0.215104,0.013585896,2259400,0,0,1.07786E-07
0.21511,0.022342861,2259410,0,0,1.37174E-07
0.215117,0.016849775,2259410,0,0,7.79584E-08
0.215123,0.009136363,2259420,0,0,5.5111E-08
0.21513,0.006609632,2259430,0,0,5.62303E-08
0.215136,0.012133803,2259430,0,0,7.73856E-08
0.215142,0.013661387,2259440,0,0,1.11545E-07
0.215149,0.018208614,2259450,0,0,7.21767E-08
0.215155,0.005850281,2259450,0,0,2.63578E-08
0.215162,0.001680509,2259460,0,0,5.50846E-08
0.215168,0.01668103,2259470,0,0,1.03776E-07
0.215174,0.01791109,2259470,0,0,1.08203E-07
0.215181,0.013004171,2259480,0,0,6.43301E-08
0.215187,0.00843918,2259490,0,0,8.85269E-08
0.215194,0.016854215,2259490,0,0,8.54853E-08
0.2152,0.011640891,2259500,0,0,7.01517E-08
0.215206,0.011743026,2259500,0,0,7.24251E-08
0.215213,0.008949855,2259510,0,0,7.36155E-08
0.215219,0.01558863,2259520,0,0,8.88688E-08
0.215226,0.009802461,2259520,0,0,6.58088E-08
0.215232,0.012133803,2259530,0,0,7.72523E-08
0.215238,0.01361698,2259540,0,0,1.14374E-07
0.215245,0.019061219,2259540,0,0,1.13302E-07
0.215251,0.018705968,2259550,0,0,1.03494E-07
0.215258,0.010863776,2259560,0,0,8.57384E-08
0.215264,0.017715702,2259560,0,0,1.09465E-07
0.21527,0.018772576,2259570,0,0,1.40189E-07
0.215277,0.021281544,2259570,0,0,1.02897E-07
0.215283,0.013017492,2259580,0,0,6.61771E-08
0.21529,0.005890247,2259590,0,0,4.2189E-08
0.215296,0.008172741,2259590,0,0,6.65948E-08
0.215302,0.014025521,2259600,0,0,1.0668E-07
0.215309,0.016454557,2259610,0,0,7.69992E-08
0.215315,0.009211854,2259610,0,0,1.11172E-07
0.215322,0.022551572,2259620,0,0,1.12702E-07
0.215328,0.015015786,2259630,0,0,7.00452E-08
0.215334,0.008332605,2259630,0,0,1.00153E-07
0.215341,0.020282399,2259640,0,0,9.51171E-08
0.215347,0.011423298,2259650,0,0,1.05934E-07
0.215354,0.018843627,2259650,0,0,1.02324E-07
0.21536,0.015264462,2259660,0,0,8.3487E-08
0.215366,0.012564546,2259660,0,0,5.63233E-08
0.215373,0.00352782,2259670,0,0,6.46764E-08
0.215379,0.018030988,2259680,0,0,1.27709E-07
0.215386,0.01845729,2259680,0,0,6.97521E-08
0.215392,0.004793406,2259690,0,0,6.29446E-08
0.215398,0.016188117,2259700,0,0,9.70751E-08
0.215405,0.011547637,2259700,0,0,6.06798E-08
0.215411,0.008678976,2259710,0,0,1.08452E-07
0.215418,0.022307336,2259720,0,0,1.00752E-07
0.215424,0.011276757,2259720,0,0,5.19273E-08
0.21543,0.006032348,2259730,0,0,8.7843E-08
0.215437,0.019065659,2259730,0,0,1.1486E-07
0.215443,0.019221082,2259740,0,0,1.14482E-07
0.21545,0.013488201,2259750,0,0,8.50057E-08
0.215456,0.014847041,2259750,0,0,6.9419E-08
0.215462,0.00829264,2259760,0,0,7.83467E-08
0.215469,0.01409213,2259770,0,0,8.65377E-08
0.215475,0.014753787,2259770,0,0,1.07628E-07
0.215482,0.01599717,2259780,0,0,9.4078E-08
0.215488,0.015362157,2259790,0,0,8.26344E-08
0.215494,0.01218265,2259790,0,0,1.11685E-07
0.215501,0.019727318,2259800,0,0,7.62532E-08
0.215507,0.005690417,2259810,0,0,7.54092E-08
0.215514,0.015855068,2259810,0,0,8.33138E-08
0.21552,0.011916211,2259820,0,0,1.04482E-07
0.215526,0.022911264,2259820,0,0,1.13255E-07
0.215533,0.009447209,2259830,0,0,3.87386E-08
0.215539,0.003465651,2259840,0,0,7.10729E-08
0.215546,0.016840894,2259840,0,0,1.17618E-07
0.215552,0.022365063,2259850,0,0,1.28489E-07
0.215558,0.020464465,2259860,0,0,1.38324E-07
0.215565,0.019056778,2259860,0,0,1.11277E-07
0.215571,0.018035429,2259870,0,0,8.73768E-08
0.215578,0.006929359,2259880,0,0,7.29627E-08
0.215584,0.017391535,2259880,0,0,8.11157E-08
0.21559,0.009647038,2259890,0,0,8.10666E-08
0.215597,0.013514846,2259890,0,0,9.09873E-08
0.215603,0.016814249,2259900,0,0,1.07784E-07
0.21561,0.013981114,2259910,0,0,8.81764E-08
0.215616,0.015411003,2259910,0,0,8.92954E-08
0.215622,0.014354128,2259920,0,0,8.63043E-08
0.215629,0.010304254,2259930,0,0,6.95523E-08
0.215635,0.012879833,2259930,0,0,1.17389E-07
0.215642,0.020659855,2259940,0,0,8.49658E-08
0.215648,0.007662067,2259950,0,0,5.05285E-08
0.215654,0.009180769,2259950,0,0,8.54806E-08
0.215661,0.015242259,2259960,0,0,8.38867E-08
0.215667,0.012719968,2259970,0,0,1.25284E-07
0.215674,0.023075568,2259970,0,0,1.04149E-07
0.21568,0.011640891,2259980,0,0,8.51922E-08
0.215686,0.016756522,2259980,0,0,9.4262E-08
0.215693,0.010175476,2259990,0,0,5.72694E-08
0.215699,0.00891433,2260000,0,0,8.48434E-08
0.215706,0.015326631,2260000,0,0,8.36469E-08
0.215712,0.012555664,2260010,0,0,7.14706E-08
0.215718,0.011267875,2260020,0,0,6.80888E-08
0.215725,0.008186064,2260020,0,0,5.87215E-08
0.215731,0.011387774,2260030,0,0,9.42464E-08
0.215738,0.015539782,2260040,0,0,9.29323E-08
0.215744,0.015437648,2260040,0,0,9.62628E-08
0.21575,0.016649945,2260050,0,0,1.02484E-07
0.215757,0.012631156,2260050,0,0,7.8851E-08
0.215763,0.013652505,2260060,0,0,8.96304E-08
0.21577,0.011956177,2260070,0,0,6.3664E-08
0.215776,0.009265142,2260070,0,0,7.00318E-08
0.215782,0.014078808,2260080,0,0,8.9304E-08
0.215789,0.011436621,2260090,0,0,6.6728E-08
0.215795,0.010806048,2260090,0,0,1.05686E-07
0.215802,0.019389827,2260100,0,0,1.29221E-07
0.215808,0.023683937,2260110,0,0,7.71724E-08
0.215814,0.002040202,2260110,0,0,5.73335E-08
0.215821,0.014340807,2260120,0,0,1.0764E-07
0.215827,0.021539103,2260130,0,0,1.00992E-07
0.215834,0.007315696,2260130,0,0,3.08653E-08
0.21584,0.002972739,2260140,0,0,6.13726E-08
0.215846,0.017484788,2260140,0,0,1.17156E-07
0.215853,0.015988288,2260150,0,0,7.25897E-08
0.215859,0.008208266,2260160,0,0,6.66278E-08
0.215866,0.010828251,2260160,0,0,7.22566E-08
0.215872,0.013257287,2260170,0,0,7.35222E-08
0.215878,0.011250113,2260180,0,0,7.25494E-08
0.215885,0.009478293,2260180,0,0,6.86464E-08
0.215891,0.013403829,2260190,0,0,1.16394E-07
0.215898,0.019851655,2260200,0,0,1.03164E-07
0.215904,0.014536195,2260200,0,0,7.36155E-08
0.21591,0.01000229,2260210,0,0,8.87445E-08
0.215917,0.015353275,2260210,0,0,9.11072E-08
0.215923,0.015015786,2260220,0,0,9.39822E-08
0.21593,0.011836279,2260230,0,0,5.23536E-08
0.215936,0.005614926,2260230,0,0,4.73845E-08
0.215942,0.010179916,2260240,0,0,9.14799E-08
0.215949,0.015957205,2260250,0,0,8.90956E-08
0.215955,0.013741319,2260250,0,0,8.15329E-08
0.215962,0.009553785,2260260,0,0,6.0107E-08
0.215968,0.01048188,2260270,0,0,8.39533E-08
0.215974,0.01750255,2260270,0,0,9.52567E-08
0.215981,0.009713648,2260280,0,0,5.94809E-08
0.215987,0.010113306,2260290,0,0,7.9015E-08
0.215994,0.012462411,2260290,0,0,7.81449E-08
0.216,0.013585896,2260300,0,0,9.07608E-08
0.216006,0.016667709,2260300,0,0,1.28004E-07
0.216013,0.019904943,2260310,0,0,1.01805E-07
0.216019,0.014029961,2260320,0,0,1.13395E-07
0.216026,0.018368477,2260320,0,0,1.20082E-07
0.216032,0.021659,2260330,0,0,6.57821E-08
0.216038,0.000268382,2260340,0,0,5.76599E-08
0.216045,0.016205881,2260340,0,0,8.10358E-08
0.216051,0.010806048,2260350,0,0,7.80203E-08
0.216058,0.011485468,2260360,0,0,8.52722E-08
0.216064,0.016938588,2260360,0,0,9.33453E-08
0.21607,0.014176503,2260370,0,0,9.10447E-08
0.216077,0.011836279,2260370,0,0,1.04482E-07
0.216083,0.022991195,2260380,0,0,8.66774E-08
0.21609,0.001773763,2260390,0,0,6.17989E-08
0.216096,0.018825864,2260390,0,0,1.11436E-07
0.216102,0.018319631,2260400,0,0,1.01971E-07
0.216109,0.010814929,2260410,0,0,8.53255E-08
0.216115,0.017626889,2260410,0,0,1.13814E-07
0.216122,0.014891447,2260420,0,0,9.35451E-08
0.216128,0.016290253,2260430,0,0,9.51038E-08
0.216134,0.015411003,2260430,0,0,1.14514E-07
0.216141,0.017307162,2260440,0,0,1.07133E-07
0.216147,0.018404003,2260450,0,0,1.04007E-07
0.216154,0.011312283,2260450,0,0,5.88281E-08
0.21616,0.00829708,2260460,0,0,5.84018E-08
0.216166,0.011170181,2260460,0,0,9.64845E-08
0.216173,0.016396828,2260470,0,0,7.58269E-08
0.216179,0.008878805,2260480,0,0,9.41998E-08
0.216186,0.018035429,2260480,0,0,1.02191E-07
0.216192,0.016028253,2260490,0,0,1.23253E-07
0.216198,0.0250561,2260500,0,0,1.3719E-07
0.216205,0.014140978,2260500,0,0,8.2781E-08
0.216211,0.013452676,2260510,0,0,9.32984E-08
0.216218,0.013204,2260520,0,0,6.13193E-08
0.216224,0.007235764,2260520,0,0,7.62532E-08
0.21623,0.01818197,2260530,0,0,1.25518E-07
0.216237,0.017680177,2260530,0,0,9.96865E-08
0.216243,0.015548664,2260540,0,0,8.53718E-08
0.21625,0.00884328,2260550,0,0,8.50057E-08
0.216256,0.019491963,2260550,0,0,1.08293E-07
0.216262,0.016605539,2260560,0,0,9.97329E-08
0.216269,0.011889567,2260570,0,0,9.13603E-08
0.216275,0.018563867,2260570,0,0,1.04349E-07
0.216282,0.011250113,2260580,0,0,8.63646E-08
0.216288,0.017538076,2260590,0,0,7.40551E-08
0.216294,0.007146951,2260590,0,0,3.85274E-08
0.216301,0.003860869,2260600,0,0,4.94361E-08
0.216307,0.012617834,2260610,0,0,6.49959E-08
0.216314,0.005952416,2260610,0,0,6.06665E-08
0.21632,0.014269756,2260620,0,0,7.87178E-08
0.216326,0.011969498,2260620,0,0,9.42464E-08
0.216333,0.014958058,2260630,0,0,7.50676E-08
0.216339,0.010064459,2260640,0,0,7.43212E-08
0.216346,0.011170181,2260640,0,0,7.87577E-08
0.216352,0.015082396,2260650,0,0,5.7749E-08
0.216358,0.004167274,2260660,0,0,4.92671E-08
0.216365,0.009909037,2260660,0,0,6.12926E-08
0.216371,0.010521846,2260670,0,0,5.64632E-08
0.216378,0.005610486,2260680,0,0,2.08205E-08
0.216384,0.001329698,2260680,0,0,5.13145E-08
0.21639,0.015775137,2260690,0,0,9.06717E-08
0.216397,0.010131069,2260690,0,0,6.41569E-08
0.216403,0.011254554,2260700,0,0,9.53189E-08
0.21641,0.015979407,2260710,0,0,8.54986E-08
0.216416,0.012520139,2260710,0,0,5.72028E-08
0.216422,0.006547463,2260720,0,0,7.06066E-08
0.216429,0.013625862,2260730,0,0,8.56985E-08
0.216435,0.014940294,2260730,0,0,1.02422E-07
0.216442,0.014323044,2260740,0,0,9.14003E-08
0.216448,0.016143711,2260750,0,0,8.75635E-08
0.216454,0.013044137,2260750,0,0,9.28166E-08
0.216461,0.01347488,2260760,0,0,4.60923E-08
0.216467,0.00188922,2260770,0,0,3.13002E-08
0.216474,0.007053697,2260770,0,0,7.32158E-08
0.21648,0.017351568,2260780,0,0,9.95933E-08
